Index,movie,title,body,sentiment,label,GB_right,NB_right,SVM_right,DT_right,LR_right
391,Infinite,Truly awful,This is like a bad smash-up of the Matrix and Bourne Identity. They've hardly bothered to even change the names. The dialogue is terrible and there is literally no characterisation. I never write reviews and I never stop watching a film half way through. I did both with this.,0.0,negative,1,1,1,1,1
392,The Tomorrow War,Garbage !,"This has to be one of the most ridiculous movies I've ever managed to endure . . . I cannot believe that so much cash could be wasted, on such a laughable stinker. My eight year old could come up with a better sci-fi storyline.",0.0,negative,1,1,1,1,1
393,Olympus Has Fallen,One of the worst action movies you can ever watch.,"I am surprised at how much some people like this movie.  It certainly isn't Die Hard.  It ranks zero on humour, the plot is terrible and the dialogue is really dumb.  American political symbolism, stereotypes, xenophobia and militaristic propaganda mix together in a story so unbelievable and yet so boringly predictable and trite that by the time you finish watching you feel that you have been lobotomised. Pure trash!",0.0,negative,1,1,1,1,1
394,Infinite,Okay but nothing spectacular,"An okay film for just entertainment value. Was expecting something better with some of the actors but a bit of a let down. The story premise is very good but it’s like everything was shoe horned into 1hr 45 and the characters, arcs, story didn’t have time to develop. The film relies on action sequences which at times are a bit OTT but do add fun to the film.Would have been good as a TV series.Overall if you have 2hrs of nothing to do then this film will fill the gap as it is entertaining.",1.0,neutral,1,1,1,1,1
395,Monsters of Man,Written with 0 understanding of AI.,This was very difficult to watch.,0.0,negative,1,0,0,1,0
396,The Tomorrow War,"Sci fi, alien, fiction, on and great entertainment. Watched on prime now need blu ray. Awesome fun.","The only issue with this movie was that it had an end, could have watched it for hours.The cast were great, story good and effects superb.Before reading low star reviews ask yourself if you want fun, entertainment with a sci fi  alien movie that is fiction.If you cannot grasp the concept to back to the search bar but you will be missing out.",2.0,positive,0,0,1,0,1
397,Blade Runner 2049,What a Dull Blade,"I had looked forward to watching Blade runner 2  with great excitement, having watched the original.  Had i wanted a long drawn out suspense fest I would have got Jodie Fosters contact again, which i did enjoy immensely.Blade Runner started off with a surge of action, then plateaud  into dull suspense for the remainder of the film, like a murder mystery, but without an engaging Angela Lansbury. While it tried to maintain excitement in the middle somewhere, by then I had become dulled out, and couldn't take any more. Such a shame. The original was much better. So dont waste your tine with no 2, Just get the original Blade Runner. Even if you've seen it before, watch it again. I wish i had!!",0.0,negative,1,1,1,1,1
398,Kong: Skull Island,Do love a bit of Kong,"Action & humour, can’t beat it",2.0,positive,1,1,1,1,1
399,Blade Runner 2049,"Great film, Beautifully shot","Great film, Beautifully shot , great score , Thought Ryan Gosling was great as was the original ""Blade runner"" Harrison Ford, overall I enjoyed it, Some will harp back to the original which I saw about 35 years ago, back then it did terrible business BUT has since become ""a cult classic"" and its almost sacrilege to like this Sequel, BUT don't let people who are possibly too cool for the rest of us put you off , Blade Runner 2049 is a classic in its own right ..",2.0,positive,1,0,1,1,1
400,Inferno,the book is 10 times better.,A very disapointing twist at the end of the movie. the book is 10 times better.,1.0,neutral,1,1,1,1,1
401,The Hunger Games: Mockingjay Part 1,It's Hunger Games but the weakest yet,3 stars as its Hunger Games but unimpressed by the film on the whole. Found it slow and awkwardly strung together apart from about the last half an hour. Part Two is what I am waiting for!,1.0,neutral,1,1,1,1,1
402,Olympus Has Fallen,Need to consider subtitles on all future films,"Brill film, but as a Deaf person, I was disappointed that the film does not come with subtitles",0.0,negative,1,1,0,0,1
403,Casino Royale,Action packed mildly entertaining load of rubbish!,"A weak story line acting as a vehicle for the totally contrived and unrelated special effects and stunts. Those effects were, in themselves, very well done and quite entertaining. This was not the case with the variant of poker that was featured instead of Baccarat, as in the book. There was no attempt to explain the rules to the audience, many of whom may have had only a passing familiarity with the standard game of poker. The producers said that they wanted to make the film as close to the book as possible, so why drop baccarat in favour of Texas Hold-em poker? In many other ways the film was nothing like the book. Bizarre! The Blu-ray presentation was excellent in terms of both sound and vision.",1.0,neutral,1,1,1,1,1
404,The Tomorrow War,A thoughtfully given 4 stars,"I liked it and I'm a tough room to please.The dialog wasn't bad (quite good in parts), the pacing good, the acting convincing enough and with a plot that didn't require a concussion to find plausible....there are 'more credible' movies that are out at the moment that are less good than this.",2.0,positive,0,0,0,0,0
405,Escape Plan II,Worst film I ever seen,"Terrible acting could I have a refund please, could only watch the first 10mins lolJust awful",0.0,negative,1,1,1,1,1
406,Kong: Skull Island,Great special effects,Great special effects!Characters very bland :(,1.0,neutral,0,0,0,0,0
407,Skyfall,Hate Bond Films  - until now!,"Loved it! Well done to all concerned. A bit sad at the end, but you cant have everything. Excellent effects",2.0,positive,1,1,1,1,1
408,The Tracker,Terrible film,waste of time watching this poorly acted and no story line of a film,0.0,negative,1,1,1,1,1
409,Kong: Skull Island,No tears shed here.,"In this film Kong kicks ass and it is well deserved too, a great film well worth a watch.",2.0,positive,1,1,1,1,1
410,Escape Plan II,ok,if the sound were better  it could be better,1.0,neutral,1,1,1,1,1
411,Kong: Skull Island,bullets,why do bullets not kill monsters ?,0.0,negative,1,0,1,1,1
412,Skyfall,Worst bond movie ever,"I love Daniel Craig as bond - He looks the part and I believe him to be a very underrated actor.  But this movie is awful poor story, very little action, poor acting especially by javier Bardem he is without a doubt the worst bond baddy ever and Naomie Harris's moneypenny was beyond dire a cardboard cutout could have done the job better. I was looking at the clock 20 minutes into the film willing it to go faster - I do not understand how anyone could give this movie 5 stars",0.0,negative,1,1,1,0,1
413,Infinite,An cliche of a film. But worth a watch.,On Amazon prime it lists the Goofs…. Lol there are only 3… ha… watch the film and you will know what I mean. See the film as a cliche bit of fun and you will enjoy,1.0,neutral,1,0,0,1,0
414,Blade Runner 2049,Boring! Beautiful to look at but it's a half ...,Boring! Beautiful to look at but it's a half hour short story dragged out to two and a half hours. Not watched anything this dull for years.,0.0,negative,1,1,1,1,1
415,Infinite,Weak,"Very much a weak film, whoever wrote this screenplay could have added more to the story than loads of mindless action.",0.0,negative,0,1,1,0,1
416,Skyfall,Boring,"After the opening sequence, which is very good, the film goes downhill swiftl,y not even the night shots of Shangai can rescue it. The story is weak and the villain is about as scary as Larry Grayson (whom he has an uncanny likeness to). Considering this is Bonds 50th Anniversary and all the hype surrounding its late release, it was a huge dissapointment. Wait till its on TV and don't waste your money.",0.0,negative,1,1,1,1,1
417,The Tomorrow War,Great film!,"Loved it, nothing negative to say about it. Worth the watch, high suspense and action content with suitable amounts of comedy",2.0,positive,1,1,1,1,1
418,Skyfall,Didn't see it at the cinema,"We had not seen the film when it came out at the cinema, so our expectations were very high when we bought the Blu ray version and watched Skyfall for the first time.  We were not disappointed.  It is marvellous, and we would thoroughly recommend it.  And now we can watch it again and again!",2.0,positive,0,1,1,1,1
419,Blade Runner 2049,An ambitious and stunning sequel to one of the greatest cult films of all time...,Sci-Fi as it should be.  Fantastic visuals and sound track.  A future cult classic.,2.0,positive,1,1,1,1,1
420,London Has Fallen,Good time pass.,Good movie. Very entertaining.,2.0,positive,1,1,1,0,1
421,The Hunger Games (4K UHD),Hungry or too well fed?,"This is a good movie, and overall I felt a very accurate representation of the novel.However, the lead actress was unconvincing physically as Katniss, despite giving a thoroughly enjoyable performance. At 5'9"" and ""well-built"", the image of a small, starvling child was difficult to conjure up - without having read the novel first, I'd have been hard pressed to reconcile the film with it's title. Little ""Hunger"" in evidence.I also forsee some difficulties arising in the sequels as this rather tougher character will be difficult to give a convincing breakdown, and while Woody Harleson's character was entertaining, he had none of the edge of a man driven to despair by the loss of family, and of mentoring 25 years of unsuccessful tributes - where was the tragedy of 50 childs lives in his hands? Played too much for laughs for me where a darker tone would have been welcome.",2.0,positive,0,0,0,1,0
422,The Marksman,"Broke Liam burns 100 dollar bills because its ""Cartel money""","The plot surrounds Neeson helping a young boy to escape a cartel, and it os what you would expect, him running around America protecting the kid. Liam btw is broke and he comes into some cartel cash and instead of using the money to get out of the mess he ends up burning it.",0.0,negative,1,1,1,1,1
423,Casino Royale,Average,The print was not good.Everything was fine then get blurry through the midway and I switched off.Really waste of money,1.0,neutral,0,0,0,0,0
424,Infinite,Waste of a potentially good concept.,"Acting was bland, nothing special about the camera work, or world... Excessive product placement for no reason.... etc. Typical Hollywood bad rubbish film.But if you can actually hear the voices - you are doing well - Wahlberg's dulcet moaning needs turning up... and then action scenes need the volume dropping to half again. I hate spending a film turning it up and down, and missing so much of the speech.And then... the concept could be great, but why would a bad guy spend the entire film trying to achieve something, that his own gun does anyway - Whole plot pointlessly defunct, if you just stop and think...Wasteful",0.0,negative,1,1,1,1,1
425,The Hunger Games: Mockingjay Part 1,Hungry for a Story,"Lots of soulful looks, singing and pained expressions but not much of a story.The powers that be could have just taken the beginning and end of this movie and put it in part two making only one film that would have been better, that is as long as part two has a story.Also rather bored with Katniss love story it seems in one movie its Peeta and then the next its Gale and then back to Peeta,  make up your mind, the audience needs to know which pairing they are rooting for....",0.0,negative,1,0,0,1,0
426,The Tomorrow War,Watchable Sci-Fi Romp,"Well, superb special effects, probably the meanest and scariest looking aliens since the original Alien & Predator movies decades ago and there's a bizarrely none sensical plot with an incredibly predictable twist right in the middle. Watching Chris Pratt instantly brings Jurassic World to mind and while watching there seems to be  several scenes taken from the JW films and the second Jurassic Park movie. Don't let that put you off though, it's watchable and enjoyable if not taken too seriously. It's not all deadly serious though as there's some incredibly well placed humour scattered throughout. 4/5",2.0,positive,1,1,1,1,0
427,The Marksman,slow going,"Liam Neeson is usually worth watching, but this was slow going. I eventually gave up, and started fast forwarding just to get through it.",0.0,negative,1,1,1,1,1
428,RED,Actions to the story,Ingenuous!!! & believable of a nation with suspicion of everyone living there even the authorities  black or white.,2.0,positive,0,0,0,0,0
429,RED,Entertaining to the end!,"You might think that a movie about retired secret agents would just be another cynical way for aging actors to continue to cash in on their past popularity. This may indeed be the case, but they made a damn good movie whilst they were at it! And the all-star cast pull it off without you thinking at any time that they are too old do be doing this stuff.There's great chemistry between the actors, fast-paced action with a good dose of humour thrown in. This movie is just good, clean fun which will leave you with a smile on your face.Highly recommended.",2.0,positive,0,0,1,1,1
430,Kong: Skull Island,Don't wast your time.,Good CGI but that is it. Old story retold with a few tweaks but still same old same old.,0.0,negative,0,1,1,0,1
431,Spectre,DVD and Box in Polish although plays in English,Not watched the DVD yet but just to warn purchasers that the this version comes with Polish on the DVD box and DVD although it does play in English and can get English subtitles,1.0,neutral,1,1,1,1,1
432,John Wick Chapter 2,This picture was a waste of my time and money,"This picture was a waste of my time and money. I remember the 70s Kung fu movies which were done with more aplomb than this ""modern"" copy.There was no script to speak of just grunts and words of one syllable. Balderdash.",0.0,negative,1,1,1,1,1
433,The Hunger Games (4K UHD),Hunger Games Review,"I like the dvd, however, I was dissapointed because the cover was not in English and so was different to how it was advertised. I would not buy another item from this company because of this. It was a present for my son so I didn't have time to change it and anyway, the company didn't offer this so it seems they weren't bothered that it wasn't as advertised. Fortunately the dvd's inside did play in English.",1.0,neutral,1,1,1,1,0
434,John Wick Chapter 2,Fun to watch,Just as good as the first film. Full of action. Fun to watch.,2.0,positive,1,1,1,1,1
435,The Hunger Games: Mockingjay Part 1,Looking for Part 2,The film followed on so you need to see the earlier episodes. Cannot wait for the final chapter then it could be a re watch of all four.,2.0,positive,1,1,1,0,1
436,John Wick Chapter 2,"A little too much pointless fighting, but an ok story line","I loved the first john wick, it was a bit crazy and a lot of fighting. But this one has gone a little over the top and the 3rd is worst. He seems to be able to fight and kill hundreds of men. Then gets stuck with 1 or 2 of them. It is either one or the other. I do think keanu reeves plays these roles very well but I think the film needs to calm down a little so the viewers can also appreciate a good story line.",1.0,neutral,0,1,1,0,1
437,The Tomorrow War,Reminds me of Transformer sequels,"Fun action and special effects, but nonsensical plot.",0.0,negative,1,1,1,1,0
438,Inferno,More of the same,"I've read most of Dan Brown's books and I've enjoyed them but I didn't buy Inferno as I think the art puzzle solving format is a bit played out now. This film is quite a good thriller but it's more of the same stuff, chasing around European cities for art related clues while being pursued by determined villains. This film takes us to Florence,Venice and Istanbul as Tom Hanks gets involved in a race to save the world from a deadly virus being released. He starts the film with amnesia and as he gradually recovers it he realises that the situation he is in is not what meets the eye. The plot is really far fetched even for a Dan Brown story but the film is still entertaining enough although it never really gripped me.",1.0,neutral,1,1,0,1,1
439,The Hunger Games: Mockingjay Part 1,"the film was weak, lacked the excitement of part ...","the film was weak, lacked the excitement of part 1 and 2.Perhaps it was due to the stretching out the story to cover Part 1 & 2",0.0,negative,1,1,0,0,0
440,Kong: Skull Island,FAB!!,Great remake.. Lots of attention to detail with the period props.,2.0,positive,1,0,0,1,0
441,The Hunger Games (4K UHD),One Star,Very poor in comparison to the book - felt lifeless and flat in comparison.,0.0,negative,1,1,0,0,1
442,Spectre,Three Stars,I will buy anything with bond on it but something is missing from the daniel craig films.,1.0,neutral,1,1,1,1,1
443,Kong: Skull Island,Four Stars,Good spectacle. John C Reilly stole the show. Enjoyable.,2.0,positive,1,0,0,0,0
444,Monsters of Man,"Too Long, Poor acting","Very wooden acting and this film is about half an hour too long. It just goes on and on.  As for the ending....If I had a choice between having hot pokers stuck in my eyes or watching this again, the hot pokers would win.",0.0,negative,1,1,1,1,1
445,Italian Job,Shallow but quite fun,"Well, the minis are fun. Theron and Sutherland are the only two actors that aren't cardboard. The heists are quite fun. The dialogue script is ... well, pretty awful bag of cliches. The minis are fun. The heists weren't particularly exciting (watch a bond movie set piece instead). But the minis are quite fun. I think that's about it.",1.0,neutral,1,1,1,1,1
446,The Hunger Games (4K UHD),Unoriginal,The film wasn't bad but it's not a new idea . This was done in Battle Royale a  Japanese film a few years ago . Check out the Japanese film but it's not for kids,1.0,neutral,1,1,1,1,1
447,Kong: Skull Island,Enjoyable enough but could've been better,"There were several really dumb actions/decisions that were irritating, particularly as there were no explanations provided as to why they made those decisions, starting with the bombing (although this is partially explained, it still didn't really make sense) and where they fly directly after the bombing.....but I'll say no more as I don't to spoil anything. For the budget, actors and special effects  (which were great), this could have been so much more, but the weak script let it down. There were a few good ideas but mostly it was quite predictable, though still well worth a watch and nice to have a movie without loads of swearing/sex/gore.",1.0,neutral,0,1,0,0,0
448,12 Strong,US military propaganda at its finest,"Not that this is a fine movie, by any means; it's a bang average action flick and no more. Otherwise, it's the glorification of mass killings by 12 eager representatives of the stars and stripes.I'm not anti-US, or belittling the actions of the soldiers by any means — my point is simply to highlight the propaganda in all of its ""look-what-just-12-of-our-soldiers-can-do"" glory. If you've seen Enemy at the Gates, think back to that Russian publication pushing the message of Vasily Zaytsev single-handedly taking out scores of German officials. Similarities?So that's kinda what you're in for — Team America, in live-action, without gags; If you can forgive it that, or that's your thing, it's a decent watch.",1.0,neutral,1,1,1,1,1
449,Assault on Station 33,Atrocious,"Not worth 90 minutes of anyone's time.A lot of the script is simply an insult to the viewer's intelligence.  Script writer and producer should not quit their day jobs, really.",0.0,negative,1,1,1,1,1
450,The Tomorrow War,Good sci-fi action.,Worth watching if you love action sci-fi.,2.0,positive,1,1,1,1,1
451,RED,Too Loud - Far Too Long,"Was attracted to this by the cast list - oh dear - what a waste.If you like lots of guns being fired and cars crashing then this could be for you.Personally I'd rather watch ""You've Been Framed"" I know it doesn't have the same level of production but probably has a better plot line.",0.0,negative,1,1,1,0,1
452,The Tomorrow War,A schmaltzy bug hunt,"I wish I had time travel so I could warn my past self not to watch this.Spoilers. Look, I knew it was going to be an action movie. What I was not prepared for was the repetitive bug hunt-chase and the ""the desire of the hero shunts reality to one side"" ending.  Dysfunctional family relationships are redeemed. The monsters take a lot of bullets. There is a Queen monster. I was beyond caring by that point. Good SFX though.TLDR: The future is fixed. Except it's not. Because Chris Pratt is a good dad.",0.0,negative,1,1,1,1,1
453,The Hunger Games: Mockingjay Part 1,Three Stars,Got pretty boring half way through the film not as good to watch as the first two.,1.0,neutral,1,0,0,1,0
454,Shooter,No Hunter magic,"A passable, cliched action flick, but one that is ultimately disappointing. As a long-time fan of Stephen Hunter, 'Point of Impact' (the source of 'Shooter') is one of my favourite novels, but this misses the magic, the pathos and heart of Hunter's work. Mark Wahlberg does his best, but he is miscast - he is too small and runty and emotionally shallow - Hunter's Swagger is a tall, rangy southerner, a brooding, tortured loner. Even more miscast is Danny Glover - he's always been rubbish, but here he is painful. Michael Pena and Elias Koteas are the only actors to emerge with honour.Competently staged and directed, passably scripted, forgettably scored, this is popcorn moviemaking and ultimately ordinary and quite forgettable.",1.0,neutral,1,1,0,0,0
455,Escape Plan II,Good film but could of been better,Not as good as the first movie. That one used their intelligence to get out. I did enjoy this one though and the fight scenes. But stallone wasnt in it much.,1.0,neutral,1,0,1,1,1
456,The Tomorrow War,Rubbish,Terrible storyline and rubbish acting. I love Chris Pratt but this is poor film.,0.0,negative,1,1,1,1,1
457,Skyfall,Love it,"Great film, beautiful case and looks amazing on blu-ray on my TV. what more could you want. The film isn't as action packed and gadget oriented as its predecessors but still a great watch and definitely worth the money.",2.0,positive,1,1,1,0,1
458,Blade Runner 2049,Not as good as the original but how often are they,Not as good as the original but how often are they.,1.0,neutral,1,1,1,1,1
459,The Tomorrow War,Wasted Potential,"I have been waiting to see this since it came out and BOY was it not worth the wait. You can see certain points that were obviously decided at the beginning to be the main plot points but with no way to link them the choices are so pathetically thrown together it forgets its own logic.There are a few really dramatic scenes, some cool explosions and a couple of really cool fights...but the plot is absolute garbage. I LOVE time travel, but this ignores even its own logic while trying to bypass a few little holes with one scene of dialog, it missed ALL the logical decisions and the dialog is dry and unimaginative. Barely worth a watch in the background, would NEVER recommend this to anyone.",0.0,negative,1,1,1,1,1
460,Casino Royale,Three Stars,well another brilliant bond movie,1.0,neutral,0,0,0,0,0
461,Blade Runner 2049,Avoid the poor quality whiskey glasses set!,"This is a great movie but don't bother with the whiskey glasses set. The glasses are half the size of the original cibis and poorly cast glass, really poor quality. I even got my set at a good discount and am still disappointed with it. This could have been so much better had just a little more effort been put into the glasses. I own real cibis and had intended to use these and save those but they are soooooo bad I wished I had just bought the blu-ray on its own. Some people are asking over £100 for this set which is a joke as you could buy the blu-ray and some real cibis for that so avoid those jokers and do yourself a favour.",1.0,neutral,1,0,0,0,0
462,Kong: Skull Island,Ok not fantastic,"Very mediocre, not Mr Jackson's finest. Great visuals ok story.",1.0,neutral,1,1,1,0,1
463,xXx: Return Of Xander Cage,Don't bother,Really a waste of time. Not a patch on original Vin Diesel XXX. Why did he he make this cheap rip off? Short of cash perhaps. He is capable of better,0.0,negative,1,1,1,1,1
464,The Tomorrow War,What A Waste Of SFX and Film Stock,No wonder this is free on Amazon Prime,0.0,negative,0,1,0,0,1
465,Boss Level,Mehhhhhh.,"It was ok, however for me it descended in to a bit of a cliche finale that left me thinking hoooo humm.",1.0,neutral,1,1,1,1,1
466,John Wick Chapter 2,Decent,Decent but don't think it as good as first one,1.0,neutral,1,1,1,1,1
467,Kong: Skull Island,Three Stars,Didn't live up to the hype was disappointed in the story line and the action,1.0,neutral,1,1,1,1,1
468,Cell,Hubby loved this movie - I hated it but as he ...,Hubby loved this movie - I hated it but as he chose it you get his review and star rating.  'Good Stephen King story',2.0,positive,1,0,0,0,1
469,Boss Level,Comedy of errors,Nightmare comedy scenario with a twist!,1.0,neutral,1,0,1,1,1
470,London Has Fallen,Offensively Bad,"London Has Fallen is offensively bad. For those that enjoyed Olympus Has Fallen you might get some mileage out of this one but even that's stretching things. You'll quickly turn away in disgust at the nonsensical plotting, cheap videogame-like CGI, and shaky politics which once again sings ""America Is Great"" without the irony you saw in Team America.",0.0,negative,1,1,1,1,1
471,John Wick Chapter 2,Brilliant set of Movies,"Brilliant movie! Highly recommended, need to watch the first one though or it probably won't make sense.",2.0,positive,1,1,1,1,1
472,The Tomorrow War,DREADFUL BACKGROUND NOISE,Good film but had to guess the audio dialogueThe background noise drowns out a lot of the speech so land up having to use sub titles or guess what they were saying through quite  a lot of the film. Ear strain guaranteed,1.0,neutral,1,1,1,1,1
473,Godzilla: King Of The Monsters,Does exactly what it says on the tin,"When I was a small boy in the seventies, Saturday morning TV was pretty poor. except once in a while they would pull an old Godzilla movie out of the bag and that was awesome. It gave me a lifelong affection for creature features.This movie understands the basic rules of the creature feature.It's good to see a monster destroy a city... But it's better to see two monsters paste each other... while destroying a city.You need a story line, but it really takes second place to the aforementioned pasting.More monsters means better.The cast are all professionals who give their best with the clear knowledge that no Oscar nominations are coming to this movie.All round it's well worth a look.Will I be watching it every day? No.Will I watch king Kong Vs Godzilla when it comes down to a reasonable price? You bet your giant scaly ass I will !",2.0,positive,0,1,1,0,1
474,Skyfall,Fantastic bond film,"The best yet bond film so far, lots of action and a great story line, a twist to the ending too.",2.0,positive,1,1,0,1,0
475,London Has Fallen,Garbage,"Absolutely appalling film in every sense. The plot had more holes than a wet teabag and was about as limp. The action scenes were a very poor imitation of the Matrix in some senses. An absolute waste of money paying to hire this in HD for 48 hours. Amazon need to have a system whereby if you turn a recently hired movie off within 30 minutes you can request a credit to your account. Utter rubbish, I'd use stronger words if I could.",0.0,negative,1,1,1,1,1
476,The Hunger Games (4K UHD),Great film,"Enjoyed the film, delivered to timescales as described and packaging met my expectations. Have not viewed the second DVD yet",2.0,positive,1,1,1,1,1
477,Olympus Has Fallen,Great movie,This one great action movie. Action throughout the whole movie. Would recommend this movie to all my friends that have not yet seen it. The acting is excellent,2.0,positive,1,1,1,1,1
478,London Has Fallen,One of the worse films I've ever seen,"One of the worse films I've ever seen. Diabolical in every way: script, characters, plot, etc. even the action scenes lack realism. Don't waste your money.",0.0,negative,1,1,1,1,1
479,The Tomorrow War,So awful it destroyed a little bit of my soul,"Utterly appalling. So indescribably devoid of merit that I can't even summon the energy for a proper rant about its bowel shuddering crapness.If given the choice between watching this risible excuse for entertainment and being devoured by marauding alien hordes, choose lunch.",0.0,negative,1,1,1,1,1
480,The Hunger Games (4K UHD),Bushcraft meets Sugarcraft,"I thought this film was pretty good in the build up to the games, but was rushed when it got down to the nitty-gritty. We don't get to know the other 'tributes' well enough. I can't help but compare with Battle Royale where I felt that I got to know a larger number of characters, see their alliances and relationships, and learn how and by whom each is eliminated. In the Hunger Games I was expecting a few more showdowns between some of the fiercer competitors, some dark horses, some betrayal; but nobody bar the two central characters was on screen for long enough.A couple of smaller points: The sudden introduction of some 'extra jeopardy' at the end (I'm trying to avoid a spoiler here) felt like a leap in technology that didn't seem apparent in their world until that point. And I found Peetas cake decorating survival technique a bit odd and comedic.",1.0,neutral,1,1,1,1,1
481,The Hunger Games: Mockingjay Part 1,THE USUAL HOLLYWOOD FODDER,"I'M TEMPTED TO BELIEVE THAT MOST ""FILM GOERS"" LIVE IN A CAVE, SHIELDED BY A WALL OF IMPENETRABLE IGNORANCE FROM THE OUTSIDE WORLD. WAS THIS A ""GOOD"" FILM? WELL IT WONT BRING THE MILLION WE MURDERED FOR OIL BACK. IT WONT PUT THE WAR CRIMINALS BUSH, CHENEY ETC. IN JAIL. IT WONT CLOSE GUANTANAMO BAY OR PUT TO AND END THE UNDEMOCRATIC, SO CALLED, SYSTEM OF DEMOCRACY THAT COULD WELL SEE AN ILLITERATE MORON ELECTED AS PRESIDENT.........SO IGNORING REALITY, WAS THIS A ""GOOD"" FILM? IN REALITY IT WAS ANOTHER HOLLYWOOD ""EPIC"" THAT WAS FUN TO WATCH AND FORGOTTEN IN 5 MINUTES. THE CHOICE IS YOURS - OR MAYBE YOU REALLY HAVE NO ""CHOICE"" AT ALL.....HAPPY VIEWING........",0.0,negative,1,1,0,0,0
482,Inferno,Very disappointed to say the least,"Lost interest 20 minutes in, not engaging at all. Very disappointed to say the least.",0.0,negative,1,1,1,1,1
483,The Tomorrow War,Doesn’t know what it is,"It’s ok, but it doesn’t know what to do or where to go. A waste of 2 hours if you’ve got 2 to waste.",0.0,negative,1,1,1,1,1
484,Blade Runner 2049,NOT AS GOOD AS THE FIRST,"THE INITIAL REVIEWS WERE STUNNING, HOWEVER, I DID NOT AGREE.  I HAVE MANAGED ABOUT HALF THE FILM AND FIND IT DULL, BORING AND WITHOUT THE EXCITEMENT OF THE ORIGINAL.  HARRISON HAS NOT YET APPEARED.  IT NEVER SEEMS TO GET GOING, I TRIED TO BE PATIENT, BUT IN THE END GAVE UP.  NOT RECOMMENDED.",1.0,neutral,0,0,0,0,0
485,RED,Four Stars,Excellent film. Memorable characters,2.0,positive,1,1,1,1,1
486,The Tomorrow War,Stars with no script,"Terrible movie, lots of flaws.Basically rips off a few other movies and mashes them together (x-files, Alien, Prometheus).Highlights perfectly why film production and distributers were sperated in mainline cinema years ago, stops them pumping out rubbish.",0.0,negative,1,1,1,1,1
487,Kong: Skull Island,Original Kong is King,It was watchable but nothing like the classic original.,1.0,neutral,1,1,1,1,1
488,The Hunger Games (4K UHD),Pk,Running man all over again. The wife loved it.,0.0,negative,1,0,0,1,0
489,London Has Fallen,Terrible!!,Simply embarrassing. Even the actors seem embarrassed when performing. I'm sure Gerard Butler is smirking during Angela Bassett's death scene? It was just an excruciatingly bad film to sit through with awful dialogue and poorly thought storylines and characters.,0.0,negative,1,1,1,1,1
490,The Tomorrow War,Keeps you pulled in,"It's been a damn long time since a good movie was made. This one kept me interested the entire time. Acting was good from everyone, directing was great.Good movie.",2.0,positive,0,0,0,1,0
491,Kong: Skull Island,A bit like a B movie,"A bit like a B movie, but well executed. A good prequel to Godzilla and Kong is without doubt the best part. Characters could of been just a little less cheesy and Tom Hiddleston was underused.",1.0,neutral,1,1,1,1,1
492,Kong: Skull Island,I think you know already if you will like it..,"Its cookie cutter soulless trash that diminishes the source material.But if you like this kind of popcorn trash or are in the mood for a brainless 2 hours you will forget immediately, then you won't be disappointed.I think in the future (if not already) the plots for films like this will be auto-generated by AI.",0.0,negative,1,0,0,1,1
493,RED,Far fetched,Despite a star studded cast this maovie failed to impress. It's pure escapism I know but it was just too far fetched and silly to really enjoy it.,0.0,negative,0,0,0,0,0
494,Boss Level,I enjoyed it.,"Solid film, very enjoyable. Good action, quite a good story and a few bits made me laugh out loud. Will it win an Oscar, doubtful. Will it entertain, absolutely.",2.0,positive,0,1,1,1,1
495,Kong: Skull Island,"Seen it all before, sort of","I'm not a big fan of King Kong (Family wanted to watch this one) and I get the sense that the creators of this movie (Which is packed full of quality actors) and the last one for that matter (Which had its fair share of good actors), were trying too hard to make a blockbuster. The story just isn't that fantastical for constant remakes, and although they've strayed from the original plot, which is a blessing, you know they're gearing up to a showdown with Godzilla.",1.0,neutral,1,1,1,1,1
496,Olympus Has Fallen,Film of action,"Excellent ,Very good film .Would recommend",2.0,positive,1,1,1,1,1
497,Blade Runner 2049,Hmmm,There’s 19 hours of my life that I will never get back.,0.0,negative,1,0,1,1,1
498,Horizon Line,Didn't get past scene 2,It was dire.I wasted 5 minutes of my life. I had a considerable egestion pushing and diverted attention to that instead.Flushed.,0.0,negative,1,1,1,1,1
499,London Has Fallen,Five Stars,Really good movie lots of action enjoyed it very much.,2.0,positive,1,1,1,1,1
500,Blade Runner 2049,Not a classic,I missed this at the Cinema so I was really looking forward to it coming out on Blu-ray - I have watched the original Blade Runner so many times and still think it is one of the best films ever made - unfortunately Blade Runner 2049 whilst having some dazzling special effects is no where near the original classic - I don’t think I will be watching 2049 again.,0.0,negative,1,1,1,1,1
501,The Hunger Games (4K UHD),"Rubbish if you have read the book, maybe worth renting?","it's rare that a film annoys me, but this was one of those occasions.having read the books I thought it was going to be every bit as amazing, however I was given a film with no character backgrounds in the film (which is kind of significant in the later books), entire characters removed and plot points poorly explained.Despite this, I felt that the acting was quite good, most of the characters fitted how I imagined them in the book (the only exceptions were Katniss and Gale but they were not too far off).I'm reluctant to see the future films now given the key points that will probably only be poorly explained through non informative flashbacks if they are included.3/5, I don't honestly know what i would have thought if I hadn't read the books, but I suppose it is worth renting.",1.0,neutral,1,0,0,0,1
502,Kong: Skull Island,Awkward,"Plot was quite messy, slow, non-exciting and even awkward at times. Hiddleston looked nice as usual but this role was not for him. Special effects were pretty good but that's about it really.",0.0,negative,1,0,1,1,0
